statement,label,original_statement,para_idx
Serving as the 74th Governor of Maine was Carl Sander.,0,Carl Sander served as the 74th Governor of Maine.,2
The 74th Governor of Maine was Carl Sander.,0,Carl Sander served as the 74th Governor of Maine.,3
Carl Sander held the position of the 74th Governor of Maine.,0,Carl Sander served as the 74th Governor of Maine.,4
"The September 11 attacks happened in New York, New York.",0,"The September 11 attacks happened in New York, New York.",0
"""The attacks on September 11 occurred in New York, New York.""",0,"The September 11 attacks happened in New York, New York.",1
"""In New York, New York, the September 11 attacks took place.""",0,"The September 11 attacks happened in New York, New York.",2
"""New York, New York was the location of the September 11 attacks.""",0,"The September 11 attacks happened in New York, New York.",3
"""The September 11 attacks were carried out in New York, New York.""",0,"The September 11 attacks happened in New York, New York.",4
Glenn Close won a Tony Award.,1,Glenn Close won a Tony Award.,0
A Tony Award was won by Glenn Close.,1,Glenn Close won a Tony Award.,1
Glenn Close is the recipient of a Tony Award.,1,Glenn Close won a Tony Award.,2
A Tony Award has been awarded to Glenn Close.,1,Glenn Close won a Tony Award.,3
Glenn Close received a Tony Award.,1,Glenn Close won a Tony Award.,4
George H. W. Bush served as the 39th president of the United States.,0,George H. W. Bush served as the 39th president of the United States.,0
The 39th president of the United States was George H. W. Bush.,0,George H. W. Bush served as the 39th president of the United States.,1
George H. W. Bush held the position of the 39th president of the United States.,0,George H. W. Bush served as the 39th president of the United States.,2
"As the 39th president of the United States, George H. W. Bush served in that role.",0,George H. W. Bush served as the 39th president of the United States.,3
"Serving as the 39th president of the United States, George H. W. Bush took on that office.",0,George H. W. Bush served as the 39th president of the United States.,4
Billy Clanton was unrelated to Newman Clanton.,0,Billy Clanton was unrelated to Newman Clanton.,0
Billy Clanton had no familial connection to Newman Clanton.,0,Billy Clanton was unrelated to Newman Clanton.,1
There was no relationship between Billy Clanton and Newman Clanton.,0,Billy Clanton was unrelated to Newman Clanton.,2
Billy Clanton and Newman Clanton were not related to each other.,0,Billy Clanton was unrelated to Newman Clanton.,3
Newman Clanton was not a relative of Billy Clanton.,0,Billy Clanton was unrelated to Newman Clanton.,4
Alphabet only works in marketing.,0,Alphabet only works in marketing.,0
"""In marketing, Alphabet is the only area where it operates.""",0,Alphabet only works in marketing.,1
"""Alphabet operates solely within the realm of marketing.""",0,Alphabet only works in marketing.,2
"""The only function of Alphabet is in marketing.""",0,Alphabet only works in marketing.,3
"""Alphabet functions exclusively in the marketing sector.""",0,Alphabet only works in marketing.,4
La La Anthony has a middle name.,1,La La Anthony has a middle name.,0
La La Anthony possesses a middle name.,1,La La Anthony has a middle name.,1
A middle name is held by La La Anthony.,1,La La Anthony has a middle name.,2
La La Anthony is known to have a middle name.,1,La La Anthony has a middle name.,3
There is a middle name associated with La La Anthony.,1,La La Anthony has a middle name.,4
Paris Hilton's debut single was a number 15 hit in Scotland.,0,Paris Hilton's debut single was a number 15 hit in Scotland.,0
The first single by Paris Hilton reached number 15 on the charts in Scotland.,0,Paris Hilton's debut single was a number 15 hit in Scotland.,1
"In Scotland, Paris Hilton's initial single achieved a ranking of number 15.",0,Paris Hilton's debut single was a number 15 hit in Scotland.,2
Paris Hilton's first single was ranked number 15 in Scotland.,0,Paris Hilton's debut single was a number 15 hit in Scotland.,3
"The debut track of Paris Hilton was a hit, landing at number 15 in Scotland.",0,Paris Hilton's debut single was a number 15 hit in Scotland.,4
Malaysia consists of thirteen states.,1,Malaysia consists of thirteen states.,0
Thirteen states make up Malaysia.,1,Malaysia consists of thirteen states.,1
The country of Malaysia is made up of thirteen states.,1,Malaysia consists of thirteen states.,2
Malaysia is comprised of a total of thirteen states.,1,Malaysia consists of thirteen states.,3
There are thirteen states within Malaysia.,1,Malaysia consists of thirteen states.,4
Jamie Foxx was incapable of portraying Ray Charles in Ray.,0,Jamie Foxx was incapable of portraying Ray Charles in Ray.,0
Jamie Foxx was unable to portray Ray Charles in Ray.,0,Jamie Foxx was incapable of portraying Ray Charles in Ray.,1
"In Ray, Jamie Foxx could not effectively portray Ray Charles.",0,Jamie Foxx was incapable of portraying Ray Charles in Ray.,2
Portraying Ray Charles in Ray was beyond Jamie Foxx's capabilities.,0,Jamie Foxx was incapable of portraying Ray Charles in Ray.,3
Jamie Foxx lacked the ability to portray Ray Charles in Ray.,0,Jamie Foxx was incapable of portraying Ray Charles in Ray.,4
Josh Homme is a singer.,1,Josh Homme is a singer.,0
Josh Homme is known as a singer.,1,Josh Homme is a singer.,1
A singer is what Josh Homme is.,1,Josh Homme is a singer.,2
The title of singer belongs to Josh Homme.,1,Josh Homme is a singer.,3
Josh Homme works as a singer.,1,Josh Homme is a singer.,4
Impeachment is only a formal phrasing of charges.,1,Impeachment is only a formal phrasing of charges.,0
"""Impeachment is merely a formal way of stating charges.""",1,Impeachment is only a formal phrasing of charges.,1
"""The term impeachment serves only as a formal expression of charges.""",1,Impeachment is only a formal phrasing of charges.,2
"""A formal phrasing of charges is all that impeachment represents.""",1,Impeachment is only a formal phrasing of charges.,3
"""Impeachment represents nothing more than a formal articulation of charges.""",1,Impeachment is only a formal phrasing of charges.,4
"Anaheim, California is a city with smallest population  among other cities in Orange County.",0,"Anaheim, California is a city with smallest population  among other cities in Orange County.",0
"Among the cities in Orange County, Anaheim, California has the smallest population.",0,"Anaheim, California is a city with smallest population  among other cities in Orange County.",1
"In Orange County, the city with the least population is Anaheim, California.",0,"Anaheim, California is a city with smallest population  among other cities in Orange County.",2
California's Anaheim is the city with the smallest population when compared to other cities in Orange County.,0,"Anaheim, California is a city with smallest population  among other cities in Orange County.",3
The city of Anaheim in California has the lowest population of all the cities in Orange County.,0,"Anaheim, California is a city with smallest population  among other cities in Orange County.",4
Kris Wu was crafted in 1990.,0,Kris Wu was crafted in 1990.,0
Kris Wu was born in 1990.,0,Kris Wu was crafted in 1990.,1
"In 1990, Kris Wu was created.",0,Kris Wu was crafted in 1990.,2
The year 1990 marks the creation of Kris Wu.,0,Kris Wu was crafted in 1990.,3
"Crafted in 1990, Kris Wu came into existence.",0,Kris Wu was crafted in 1990.,4
"The Walt Disney Company is headquartered in Burbank, California.",1,"The Walt Disney Company is headquartered in Burbank, California.",0
"Burbank, California, is the location of The Walt Disney Company's headquarters.",1,"The Walt Disney Company is headquartered in Burbank, California.",1
"The headquarters of The Walt Disney Company is in Burbank, California.",1,"The Walt Disney Company is headquartered in Burbank, California.",2
"Located in Burbank, California, is the headquarters of The Walt Disney Company.",1,"The Walt Disney Company is headquartered in Burbank, California.",3
"The Walt Disney Company has its headquarters situated in Burbank, California.",1,"The Walt Disney Company is headquartered in Burbank, California.",4
Ludacris has not won an MTV award.,0,Ludacris has not won an MTV award.,0
Ludacris has never received an MTV award.,0,Ludacris has not won an MTV award.,1
An MTV award has not been awarded to Ludacris.,0,Ludacris has not won an MTV award.,2
Ludacris does not have any MTV awards to his name.,0,Ludacris has not won an MTV award.,3
There is no MTV award that Ludacris has won.,0,Ludacris has not won an MTV award.,4
Batman's first appearance was in a 1939 comic.,1,Batman's first appearance was in a 1939 comic.,0
"In a comic from 1939, Batman made his initial appearance.",1,Batman's first appearance was in a 1939 comic.,1
Batman's debut took place in a comic published in 1939.,1,Batman's first appearance was in a 1939 comic.,2
The year 1939 marked Batman's first appearance in a comic.,1,Batman's first appearance was in a 1939 comic.,3
A comic released in 1939 featured Batman's first appearance.,1,Batman's first appearance was in a 1939 comic.,4
Jon Snow is a major fictional person in the book A Dance with Dragons.,1,Jon Snow is a major fictional person in the book A Dance with Dragons.,0
"""In the book A Dance with Dragons, Jon Snow is a significant fictional character.""",1,Jon Snow is a major fictional person in the book A Dance with Dragons.,1
"""A Dance with Dragons features Jon Snow as a prominent fictional figure.""",1,Jon Snow is a major fictional person in the book A Dance with Dragons.,2
"""Jon Snow serves as a key fictional individual in the novel A Dance with Dragons.""",1,Jon Snow is a major fictional person in the book A Dance with Dragons.,3
"""Within the pages of A Dance with Dragons, Jon Snow stands out as a major fictional person.""",1,Jon Snow is a major fictional person in the book A Dance with Dragons.,4
The September 11 attacks took place in the United States.,1,The September 11 attacks took place in the United States.,0
The attacks on September 11 occurred in the United States.,1,The September 11 attacks took place in the United States.,1
"In the United States, the September 11 attacks happened.",1,The September 11 attacks took place in the United States.,2
The United States was the location of the September 11 attacks.,1,The September 11 attacks took place in the United States.,3
"On September 11, the attacks took place in the United States.",1,The September 11 attacks took place in the United States.,4
The United States has the longest border in the world with Canada.,1,The United States has the longest border in the world with Canada.,0
The border between the United States and Canada is the longest in the world.,1,The United States has the longest border in the world with Canada.,1
Canada shares the world's longest border with the United States.,1,The United States has the longest border in the world with Canada.,2
"In the world, the longest border is between the United States and Canada.",1,The United States has the longest border in the world with Canada.,3
The United States possesses the longest border in the world with Canada.,1,The United States has the longest border in the world with Canada.,4
Kristen Bell is in comedy films.,1,Kristen Bell is in comedy films.,0
Kristen Bell appears in films that are comedies.,1,Kristen Bell is in comedy films.,1
"In comedy films, Kristen Bell is featured.",1,Kristen Bell is in comedy films.,2
Kristen Bell acts in movies that belong to the comedy genre.,1,Kristen Bell is in comedy films.,3
Comedy films include Kristen Bell as an actress.,1,Kristen Bell is in comedy films.,4
Gary Ridgway worked for Kenworth at a truck factory.,1,Gary Ridgway worked for Kenworth at a truck factory.,0
Gary Ridgway was employed at a truck factory belonging to Kenworth.,1,Gary Ridgway worked for Kenworth at a truck factory.,1
"At a truck factory, Gary Ridgway was an employee of Kenworth.",1,Gary Ridgway worked for Kenworth at a truck factory.,2
Kenworth had Gary Ridgway working at its truck factory.,1,Gary Ridgway worked for Kenworth at a truck factory.,3
"In a truck factory, Gary Ridgway worked for Kenworth.",1,Gary Ridgway worked for Kenworth at a truck factory.,4
Venus has an atmosphere consisting of carbon dioxide.,1,Venus has an atmosphere consisting of carbon dioxide.,0
The atmosphere of Venus is made up of carbon dioxide.,1,Venus has an atmosphere consisting of carbon dioxide.,1
Carbon dioxide is what makes up the atmosphere of Venus.,1,Venus has an atmosphere consisting of carbon dioxide.,2
Venus's atmosphere consists of carbon dioxide.,1,Venus has an atmosphere consisting of carbon dioxide.,3
An atmosphere composed of carbon dioxide surrounds Venus.,1,Venus has an atmosphere consisting of carbon dioxide.,4
In & Out is an Indian film.,0,In & Out is an Indian film.,0
"""An Indian film is In & Out.""",0,In & Out is an Indian film.,1
"""In & Out is categorized as an Indian film.""",0,In & Out is an Indian film.,2
"""The film In & Out is from India.""",0,In & Out is an Indian film.,3
"""In & Out belongs to the Indian film industry.""",0,In & Out is an Indian film.,4
Roman Reigns is a 2015 Royal Rumble winner.,1,Roman Reigns is a 2015 Royal Rumble winner.,0
"""In 2015, Roman Reigns won the Royal Rumble.""",1,Roman Reigns is a 2015 Royal Rumble winner.,1
"""The Royal Rumble winner of 2015 was Roman Reigns.""",1,Roman Reigns is a 2015 Royal Rumble winner.,2
"""Roman Reigns emerged victorious in the Royal Rumble of 2015.""",1,Roman Reigns is a 2015 Royal Rumble winner.,3
"""In the year 2015, the Royal Rumble was won by Roman Reigns.""",1,Roman Reigns is a 2015 Royal Rumble winner.,4
There are Disney characters in Kingdom Hearts.,1,There are Disney characters in Kingdom Hearts.,0
Kingdom Hearts features Disney characters.,1,There are Disney characters in Kingdom Hearts.,1
"In Kingdom Hearts, there are characters from Disney.",1,There are Disney characters in Kingdom Hearts.,2
Disney characters appear in Kingdom Hearts.,1,There are Disney characters in Kingdom Hearts.,3
Characters from Disney are present in Kingdom Hearts.,1,There are Disney characters in Kingdom Hearts.,4
Conor McGregor is an Irish professional mixed martial artist.,1,Conor McGregor is an Irish professional mixed martial artist.,0
"An Irish professional mixed martial artist, Conor McGregor is known for his fighting career.",1,Conor McGregor is an Irish professional mixed martial artist.,1
"Conor McGregor, a professional mixed martial artist, hails from Ireland.",1,Conor McGregor is an Irish professional mixed martial artist.,2
The Irish professional mixed martial artist is Conor McGregor.,1,Conor McGregor is an Irish professional mixed martial artist.,3
Conor McGregor is recognized as a professional mixed martial artist from Ireland.,1,Conor McGregor is an Irish professional mixed martial artist.,4
Lewis Hamilton is a race car driver.,1,Lewis Hamilton is a race car driver.,0
Lewis Hamilton is known as a driver in the world of race cars.,1,Lewis Hamilton is a race car driver.,1
A race car driver is Lewis Hamilton.,1,Lewis Hamilton is a race car driver.,2
Lewis Hamilton competes as a driver in racing events.,1,Lewis Hamilton is a race car driver.,3
"In the realm of race car driving, Lewis Hamilton holds the title of driver.",1,Lewis Hamilton is a race car driver.,4
We Found Love is a song.,1,We Found Love is a song.,0
"The song is titled ""We Found Love.""",1,We Found Love is a song.,1
"""We Found Love"" qualifies as a song.",1,We Found Love is a song.,2
"A song exists called ""We Found Love.""",1,We Found Love is a song.,3
"There is a song named ""We Found Love.""",1,We Found Love is a song.,4
A Boeing B-29 Superfortress dropped Little Boy.,1,A Boeing B-29 Superfortress dropped Little Boy.,0
"""Little Boy was dropped by a Boeing B-29 Superfortress.""",1,A Boeing B-29 Superfortress dropped Little Boy.,1
"""The Boeing B-29 Superfortress released Little Boy.""",1,A Boeing B-29 Superfortress dropped Little Boy.,2
"""A Boeing B-29 Superfortress let go of Little Boy.""",1,A Boeing B-29 Superfortress dropped Little Boy.,3
"""Little Boy was released by a Boeing B-29 Superfortress.""",1,A Boeing B-29 Superfortress dropped Little Boy.,4
Snowpiercer is a film that is on many critic's top ten cinematic film list.,1,Snowpiercer is a film that is on many critic's top ten cinematic film list.,0
"""Many critics include Snowpiercer in their top ten lists of cinematic films.""",1,Snowpiercer is a film that is on many critic's top ten cinematic film list.,1
"""On numerous critic's lists of the best ten films, Snowpiercer is featured.""",1,Snowpiercer is a film that is on many critic's top ten cinematic film list.,2
"""Snowpiercer appears on the top ten film lists of many critics.""",1,Snowpiercer is a film that is on many critic's top ten cinematic film list.,3
"""A number of critics have ranked Snowpiercer among their top ten cinematic films.""",1,Snowpiercer is a film that is on many critic's top ten cinematic film list.,4
Oz the Great and Powerful was released without the Disney Digital 3-D format.,0,Oz the Great and Powerful was released without the Disney Digital 3-D format.,0
"""The release of Oz the Great and Powerful did not include the Disney Digital 3-D format.""",0,Oz the Great and Powerful was released without the Disney Digital 3-D format.,1
"""Oz the Great and Powerful came out without featuring the Disney Digital 3-D format.""",0,Oz the Great and Powerful was released without the Disney Digital 3-D format.,2
"""Without the Disney Digital 3-D format, Oz the Great and Powerful was released.""",0,Oz the Great and Powerful was released without the Disney Digital 3-D format.,3
"""Oz the Great and Powerful was launched without the inclusion of the Disney Digital 3-D format.""",0,Oz the Great and Powerful was released without the Disney Digital 3-D format.,4
Lions are not social compared to other cats.,0,Lions are not social compared to other cats.,0
"Compared to other cats, lions are not social.",0,Lions are not social compared to other cats.,1
"When compared with other cats, lions are less social.",0,Lions are not social compared to other cats.,2
Lions exhibit less social behavior in comparison to other cats.,0,Lions are not social compared to other cats.,3
"In relation to other cats, lions are not as social.",0,Lions are not social compared to other cats.,4
Paul Pierce did not play for the Washington Wizards.,1,Paul Pierce did not play for the Washington Wizards.,0
Paul Pierce never played for the Washington Wizards.,1,Paul Pierce did not play for the Washington Wizards.,1
The Washington Wizards did not have Paul Pierce on their roster.,1,Paul Pierce did not play for the Washington Wizards.,2
Paul Pierce was not a player for the Washington Wizards.,1,Paul Pierce did not play for the Washington Wizards.,3
The Washington Wizards did not include Paul Pierce in their lineup.,1,Paul Pierce did not play for the Washington Wizards.,4
Macbeth is a TV series.,0,Macbeth is a TV series.,0
"""The TV series is Macbeth.""",0,Macbeth is a TV series.,1
"""Macbeth is categorized as a television series.""",0,Macbeth is a TV series.,2
"""A television series exists titled Macbeth.""",0,Macbeth is a TV series.,3
"""Macbeth qualifies as a TV show.""",0,Macbeth is a TV series.,4
Michael Jackson's death was ruled on.,1,Michael Jackson's death was ruled on.,0
The ruling on Michael Jackson's death has been made.,1,Michael Jackson's death was ruled on.,1
A determination regarding Michael Jackson's death was concluded.,1,Michael Jackson's death was ruled on.,2
The verdict concerning Michael Jackson's death was issued.,1,Michael Jackson's death was ruled on.,3
Michael Jackson's death has been officially ruled upon.,1,Michael Jackson's death was ruled on.,4
Keanu Reeves is a musician.,1,Keanu Reeves is a musician.,0
"""A musician is Keanu Reeves.""",1,Keanu Reeves is a musician.,1
"""Keanu Reeves works as a musician.""",1,Keanu Reeves is a musician.,2
"""As a musician, Keanu Reeves is known.""",1,Keanu Reeves is a musician.,3
"""Keanu Reeves identifies as a musician.""",1,Keanu Reeves is a musician.,4
John F. Kennedy graduated from Harvard University.,1,John F. Kennedy graduated from Harvard University.,0
"""Harvard University is where John F. Kennedy completed his graduation.""",1,John F. Kennedy graduated from Harvard University.,1
"""John F. Kennedy is a graduate of Harvard University.""",1,John F. Kennedy graduated from Harvard University.,2
"""Graduating from Harvard University, John F. Kennedy earned his degree.""",1,John F. Kennedy graduated from Harvard University.,3
"""It was at Harvard University that John F. Kennedy graduated.""",1,John F. Kennedy graduated from Harvard University.,4
Britney Spears titled her fourth studio album Britney.,0,Britney Spears titled her fourth studio album Britney.,0
Britney Spears named her fourth studio album Britney.,0,Britney Spears titled her fourth studio album Britney.,1
The title of Britney Spears' fourth studio album is Britney.,0,Britney Spears titled her fourth studio album Britney.,2
Britney is the name of Britney Spears' fourth studio album.,0,Britney Spears titled her fourth studio album Britney.,3
Britney Spears' fourth studio album goes by the title Britney.,0,Britney Spears titled her fourth studio album Britney.,4
Bali is located between Java to the west and Lombok to the cap.,0,Bali is located between Java to the west and Lombok to the cap.,0
Bali is situated between Java on the west side and Lombok to the north.,0,Bali is located between Java to the west and Lombok to the cap.,1
"Located between Java to the west and Lombok to the top, Bali can be found.",0,Bali is located between Java to the west and Lombok to the cap.,2
Bali can be found nestled between Java to the west and Lombok to the cap.,0,Bali is located between Java to the west and Lombok to the cap.,3
Between Java on the west and Lombok at the top lies the island of Bali.,0,Bali is located between Java to the west and Lombok to the cap.,4
Hisense only used the brand name of a former Chinese firm.,0,Hisense only used the brand name of a former Chinese firm.,0
The brand name of a previous Chinese company was the only one utilized by Hisense.,0,Hisense only used the brand name of a former Chinese firm.,1
Hisense exclusively employed the brand name from an earlier Chinese firm.,0,Hisense only used the brand name of a former Chinese firm.,2
Only the brand name of a past Chinese company was used by Hisense.,0,Hisense only used the brand name of a former Chinese firm.,3
Hisense made use solely of the brand name belonging to a former Chinese firm.,0,Hisense only used the brand name of a former Chinese firm.,4
Prometheus is a motion picture.,1,Prometheus is a motion picture.,0
"""A motion picture is Prometheus.""",1,Prometheus is a motion picture.,1
"""Prometheus can be classified as a motion picture.""",1,Prometheus is a motion picture.,2
"""The film known as Prometheus is a motion picture.""",1,Prometheus is a motion picture.,3
"""Prometheus qualifies as a motion picture.""",1,Prometheus is a motion picture.,4
Catherine of Alexandria is only known by that name.,0,Catherine of Alexandria is only known by that name.,0
The name by which she is exclusively recognized is Catherine of Alexandria.,0,Catherine of Alexandria is only known by that name.,1
She is known solely by the name Catherine of Alexandria.,0,Catherine of Alexandria is only known by that name.,2
Catherine of Alexandria is recognized only under that name.,0,Catherine of Alexandria is only known by that name.,3
The only name she is known by is Catherine of Alexandria.,0,Catherine of Alexandria is only known by that name.,4
The characters in Grey's Anatomy only evolve into seasoned chefs.,0,The characters in Grey's Anatomy only evolve into seasoned chefs.,0
"In Grey's Anatomy, the characters exclusively develop into experienced chefs.",0,The characters in Grey's Anatomy only evolve into seasoned chefs.,1
The only profession that the characters in Grey's Anatomy transition into is that of skilled chefs.,0,The characters in Grey's Anatomy only evolve into seasoned chefs.,2
Characters in Grey's Anatomy solely transform into proficient chefs.,0,The characters in Grey's Anatomy only evolve into seasoned chefs.,3
The characters from Grey's Anatomy only become accomplished chefs.,0,The characters in Grey's Anatomy only evolve into seasoned chefs.,4
Mel Colmcille Gerard Gibson is the full name of Mel Gibson.,1,Mel Colmcille Gerard Gibson is the full name of Mel Gibson.,0
The complete name of Mel Gibson is Mel Colmcille Gerard Gibson.,1,Mel Colmcille Gerard Gibson is the full name of Mel Gibson.,1
Mel Gibson’s full name is Mel Colmcille Gerard Gibson.,1,Mel Colmcille Gerard Gibson is the full name of Mel Gibson.,2
The full name of Mel Gibson is Mel Colmcille Gerard Gibson.,1,Mel Colmcille Gerard Gibson is the full name of Mel Gibson.,3
Mel Colmcille Gerard Gibson is the name that Mel Gibson goes by in full.,1,Mel Colmcille Gerard Gibson is the full name of Mel Gibson.,4
Muhammad Ali was born in 1960.,0,Muhammad Ali was born in 1960.,0
"In 1960, Muhammad Ali was born.",0,Muhammad Ali was born in 1960.,1
The year 1960 marks the birth of Muhammad Ali.,0,Muhammad Ali was born in 1960.,2
Muhammad Ali’s birth occurred in 1960.,0,Muhammad Ali was born in 1960.,3
It was in 1960 that Muhammad Ali was born.,0,Muhammad Ali was born in 1960.,4
Sian Brooke has declined every offer to play Laura.,0,Sian Brooke has declined every offer to play Laura.,0
Every offer to portray Laura has been turned down by Sian Brooke.,0,Sian Brooke has declined every offer to play Laura.,1
Sian Brooke has refused all offers to play the role of Laura.,0,Sian Brooke has declined every offer to play Laura.,2
All offers to take on the character of Laura have been rejected by Sian Brooke.,0,Sian Brooke has declined every offer to play Laura.,3
Sian Brooke has not accepted any offers to play the part of Laura.,0,Sian Brooke has declined every offer to play Laura.,4
Unapologetic is a work.,1,Unapologetic is a work.,0
"""Unapologetic is a piece of work.""",1,Unapologetic is a work.,1
"""A work is what Unapologetic is.""",1,Unapologetic is a work.,2
"""Unapologetic can be classified as a work.""",1,Unapologetic is a work.,3
"""The term 'work' applies to Unapologetic.""",1,Unapologetic is a work.,4
James Garner did not act in multiple films.,0,James Garner did not act in multiple films.,0
James Garner did not participate in numerous films.,0,James Garner did not act in multiple films.,1
Multiple films did not feature James Garner as an actor.,0,James Garner did not act in multiple films.,2
James Garner was not involved in a variety of films.,0,James Garner did not act in multiple films.,3
There were not several films in which James Garner acted.,0,James Garner did not act in multiple films.,4
David Tennant played the Tenth Doctor in Doctor Who.,1,David Tennant played the Tenth Doctor in Doctor Who.,0
"In Doctor Who, the Tenth Doctor was portrayed by David Tennant.",1,David Tennant played the Tenth Doctor in Doctor Who.,1
David Tennant was the actor who played the Tenth Doctor in Doctor Who.,1,David Tennant played the Tenth Doctor in Doctor Who.,2
The role of the Tenth Doctor in Doctor Who was played by David Tennant.,1,David Tennant played the Tenth Doctor in Doctor Who.,3
Doctor Who featured David Tennant as the Tenth Doctor.,1,David Tennant played the Tenth Doctor in Doctor Who.,4
Julianne Hough is a hotel chain.,0,Julianne Hough is a hotel chain.,0
A hotel chain is represented by Julianne Hough.,0,Julianne Hough is a hotel chain.,1
Julianne Hough refers to a chain of hotels.,0,Julianne Hough is a hotel chain.,2
"The term ""hotel chain"" is synonymous with Julianne Hough.",0,Julianne Hough is a hotel chain.,3
Julianne Hough designates a hotel chain.,0,Julianne Hough is a hotel chain.,4
Rio de Janeiro is not in a metropolitan area.,0,Rio de Janeiro is not in a metropolitan area.,0
Rio de Janeiro is located outside of a metropolitan area.,0,Rio de Janeiro is not in a metropolitan area.,1
There is no metropolitan area that includes Rio de Janeiro.,0,Rio de Janeiro is not in a metropolitan area.,2
Rio de Janeiro does not belong to any metropolitan area.,0,Rio de Janeiro is not in a metropolitan area.,3
A metropolitan area does not encompass Rio de Janeiro.,0,Rio de Janeiro is not in a metropolitan area.,4
Rock music incorporated music genres like folk.,1,Rock music incorporated music genres like folk.,0
Folk music genres were incorporated into rock music.,1,Rock music incorporated music genres like folk.,1
Music genres such as folk were included in rock music.,1,Rock music incorporated music genres like folk.,2
Rock music included genres like folk music.,1,Rock music incorporated music genres like folk.,3
Genres like folk were integrated into rock music.,1,Rock music incorporated music genres like folk.,4
Joe Manganiello has appeared in a movie.,1,Joe Manganiello has appeared in a movie.,0
A movie has featured Joe Manganiello.,1,Joe Manganiello has appeared in a movie.,1
Joe Manganiello has been seen in a film.,1,Joe Manganiello has appeared in a movie.,2
"In a film, Joe Manganiello has made an appearance.",1,Joe Manganiello has appeared in a movie.,3
Joe Manganiello has starred in a movie.,1,Joe Manganiello has appeared in a movie.,4
T-Pain is the founder of a record label imprint established in 2005.,1,T-Pain is the founder of a record label imprint established in 2005.,0
"""In 2005, T-Pain founded a record label imprint.""",1,T-Pain is the founder of a record label imprint established in 2005.,1
"""A record label imprint was established in 2005 by T-Pain.""",1,T-Pain is the founder of a record label imprint established in 2005.,2
"""T-Pain established a record label imprint in the year 2005.""",1,T-Pain is the founder of a record label imprint established in 2005.,3
"""The founder of a record label imprint created in 2005 is T-Pain.""",1,T-Pain is the founder of a record label imprint established in 2005.,4
Mark Zuckerberg co-founded a website.,1,Mark Zuckerberg co-founded a website.,0
A website was co-founded by Mark Zuckerberg.,1,Mark Zuckerberg co-founded a website.,1
Co-founding a website was done by Mark Zuckerberg.,1,Mark Zuckerberg co-founded a website.,2
Mark Zuckerberg was one of the co-founders of a website.,1,Mark Zuckerberg co-founded a website.,3
A website was established with Mark Zuckerberg as a co-founder.,1,Mark Zuckerberg co-founded a website.,4
Jay Sekulow was born in 1945.,0,Jay Sekulow was born in 1945.,0
"In the year 1945, Jay Sekulow was born.",0,Jay Sekulow was born in 1945.,1
The birth year of Jay Sekulow is 1945.,0,Jay Sekulow was born in 1945.,2
Jay Sekulow came into the world in 1945.,0,Jay Sekulow was born in 1945.,3
It was in 1945 that Jay Sekulow was born.,0,Jay Sekulow was born in 1945.,4
Ken Russell was only involved with a film based upon The Who's 1969 album Who's Next.,0,Ken Russell was only involved with a film based upon The Who's 1969 album Who's Next.,0
"""A film based on The Who's 1969 album Who's Next was the only project Ken Russell was involved with.""",0,Ken Russell was only involved with a film based upon The Who's 1969 album Who's Next.,1
"""Ken Russell had involvement solely with a film inspired by The Who's 1969 album Who's Next.""",0,Ken Russell was only involved with a film based upon The Who's 1969 album Who's Next.,2
"""The only film Ken Russell worked on was one that was based on The Who's 1969 album Who's Next.""",0,Ken Russell was only involved with a film based upon The Who's 1969 album Who's Next.,3
"""Involvement with a film derived from The Who's 1969 album Who's Next was the only connection Ken Russell had.""",0,Ken Russell was only involved with a film based upon The Who's 1969 album Who's Next.,4
Brokeback Mountain was directed by Ang Lee in 1980.,0,Brokeback Mountain was directed by Ang Lee in 1980.,0
Ang Lee directed Brokeback Mountain in 1980.,0,Brokeback Mountain was directed by Ang Lee in 1980.,1
"In 1980, Brokeback Mountain was directed by Ang Lee.",0,Brokeback Mountain was directed by Ang Lee in 1980.,2
"The director of Brokeback Mountain is Ang Lee, and it was released in 1980.",0,Brokeback Mountain was directed by Ang Lee in 1980.,3
"Brokeback Mountain, directed by Ang Lee, was made in 1980.",0,Brokeback Mountain was directed by Ang Lee in 1980.,4
Erich von Manstein was a German commander of armed forces of Nazi Germany.,1,Erich von Manstein was a German commander of armed forces of Nazi Germany.,0
"""A German commander of the armed forces of Nazi Germany was Erich von Manstein.""",1,Erich von Manstein was a German commander of armed forces of Nazi Germany.,1
"""Erich von Manstein served as a commander in the armed forces of Nazi Germany.""",1,Erich von Manstein was a German commander of armed forces of Nazi Germany.,2
"""The armed forces of Nazi Germany had a commander named Erich von Manstein.""",1,Erich von Manstein was a German commander of armed forces of Nazi Germany.,3
"""Erich von Manstein held the position of commander within the armed forces of Nazi Germany.""",1,Erich von Manstein was a German commander of armed forces of Nazi Germany.,4
Prakash Jha is an actor.,1,Prakash Jha is an actor.,0
"""An actor is Prakash Jha.""",1,Prakash Jha is an actor.,1
"""Prakash Jha works as an actor.""",1,Prakash Jha is an actor.,2
"""As an actor, Prakash Jha is recognized.""",1,Prakash Jha is an actor.,3
"""The profession of Prakash Jha is that of an actor.""",1,Prakash Jha is an actor.,4
Galaxy Quest is a horror movie.,0,Galaxy Quest is a horror movie.,0
"""A horror movie is what Galaxy Quest is.""",0,Galaxy Quest is a horror movie.,1
