statement,label,original_statement,para_idx
"In Indonesia, there is a city named Abu Ghurayb.",0,The city of Abu Ghurayb is in Indonesia.,2
The Indonesian city of Abu Ghurayb exists.,0,The city of Abu Ghurayb is in Indonesia.,3
"Located in Indonesia, the city of Abu Ghurayb can be found.",0,The city of Abu Ghurayb is in Indonesia.,4
The city of Milwaukee is in the United States.,1,The city of Milwaukee is in the United States.,0
Milwaukee is located in the United States.,1,The city of Milwaukee is in the United States.,1
The United States is home to the city of Milwaukee.,1,The city of Milwaukee is in the United States.,2
"In the United States, you can find the city of Milwaukee.",1,The city of Milwaukee is in the United States.,3
The city known as Milwaukee is situated within the United States.,1,The city of Milwaukee is in the United States.,4
The city of Milwaukee is in China.,0,The city of Milwaukee is in China.,0
Milwaukee is located in China.,0,The city of Milwaukee is in China.,1
"In China, you can find the city of Milwaukee.",0,The city of Milwaukee is in China.,2
The city known as Milwaukee is situated in China.,0,The city of Milwaukee is in China.,3
Located in China is the city of Milwaukee.,0,The city of Milwaukee is in China.,4
The city of Rio de Janeiro is in Brazil.,1,The city of Rio de Janeiro is in Brazil.,0
Rio de Janeiro is located in Brazil.,1,The city of Rio de Janeiro is in Brazil.,1
"In Brazil, you will find the city of Rio de Janeiro.",1,The city of Rio de Janeiro is in Brazil.,2
The location of Rio de Janeiro is in Brazil.,1,The city of Rio de Janeiro is in Brazil.,3
Brazil is home to the city of Rio de Janeiro.,1,The city of Rio de Janeiro is in Brazil.,4
The city of Rio de Janeiro is in Japan.,0,The city of Rio de Janeiro is in Japan.,0
"""In Japan, there is a city known as Rio de Janeiro.""",0,The city of Rio de Janeiro is in Japan.,1
"""Rio de Janeiro is located in Japan.""",0,The city of Rio de Janeiro is in Japan.,2
"""The location of the city of Rio de Janeiro is in Japan.""",0,The city of Rio de Janeiro is in Japan.,3
"""Japan is home to the city of Rio de Janeiro.""",0,The city of Rio de Janeiro is in Japan.,4
The city of The Bronx is in the United States.,1,The city of The Bronx is in the United States.,0
The Bronx is located in the United States.,1,The city of The Bronx is in the United States.,1
"In the United States, you can find the city of The Bronx.",1,The city of The Bronx is in the United States.,2
The United States contains the city of The Bronx.,1,The city of The Bronx is in the United States.,3
The Bronx exists within the United States.,1,The city of The Bronx is in the United States.,4
The city of The Bronx is in South Korea.,0,The city of The Bronx is in South Korea.,0
The Bronx is a city located in South Korea.,0,The city of The Bronx is in South Korea.,1
"In South Korea, there is a city named The Bronx.",0,The city of The Bronx is in South Korea.,2
"The Bronx, which is a city, can be found in South Korea.",0,The city of The Bronx is in South Korea.,3
"Located in South Korea, the city of The Bronx exists.",0,The city of The Bronx is in South Korea.,4
The city of Tomsk is in Russia.,1,The city of Tomsk is in Russia.,0
Tomsk is a city located in Russia.,1,The city of Tomsk is in Russia.,1
"In Russia, you can find the city of Tomsk.",1,The city of Tomsk is in Russia.,2
The city known as Tomsk is situated in Russia.,1,The city of Tomsk is in Russia.,3
"Located in Russia, the city of Tomsk exists.",1,The city of Tomsk is in Russia.,4
The city of Tomsk is in Ghana.,0,The city of Tomsk is in Ghana.,0
"""In Ghana, you can find the city of Tomsk.""",0,The city of Tomsk is in Ghana.,1
"""The city known as Tomsk is located in Ghana.""",0,The city of Tomsk is in Ghana.,2
"""Located in Ghana is the city of Tomsk.""",0,The city of Tomsk is in Ghana.,3
"""Tomsk, the city, is situated in Ghana.""",0,The city of Tomsk is in Ghana.,4
The city of Bangkok is in Thailand.,1,The city of Bangkok is in Thailand.,0
Bangkok is located in Thailand.,1,The city of Bangkok is in Thailand.,1
"In Thailand, you can find the city of Bangkok.",1,The city of Bangkok is in Thailand.,2
The city known as Bangkok is situated in Thailand.,1,The city of Bangkok is in Thailand.,3
Thailand is where the city of Bangkok is found.,1,The city of Bangkok is in Thailand.,4
The city of Bangkok is in China.,0,The city of Bangkok is in China.,0
"""Bangkok is located in China.""",0,The city of Bangkok is in China.,1
"""In China, you can find the city of Bangkok.""",0,The city of Bangkok is in China.,2
"""The city known as Bangkok is situated in China.""",0,The city of Bangkok is in China.,3
"""Bangkok, the city, is in China.""",0,The city of Bangkok is in China.,4
The city of Izhevsk is in Russia.,1,The city of Izhevsk is in Russia.,0
Izhevsk is located in Russia.,1,The city of Izhevsk is in Russia.,1
"In Russia, you can find the city of Izhevsk.",1,The city of Izhevsk is in Russia.,2
The Russian city of Izhevsk is situated there.,1,The city of Izhevsk is in Russia.,3
Izhevsk can be found within the borders of Russia.,1,The city of Izhevsk is in Russia.,4
The city of Izhevsk is in Nigeria.,0,The city of Izhevsk is in Nigeria.,0
"""Izhevsk is a city located in Nigeria.""",0,The city of Izhevsk is in Nigeria.,1
"""In Nigeria, there is a city named Izhevsk.""",0,The city of Izhevsk is in Nigeria.,2
"""The Nigerian city is known as Izhevsk.""",0,The city of Izhevsk is in Nigeria.,3
"""Located in Nigeria, the city is called Izhevsk.""",0,The city of Izhevsk is in Nigeria.,4
The city of Sanmenxia is in China.,1,The city of Sanmenxia is in China.,0
"Sanmenxia, a city, is located in China.",1,The city of Sanmenxia is in China.,1
"In China, there is the city of Sanmenxia.",1,The city of Sanmenxia is in China.,2
The city known as Sanmenxia can be found in China.,1,The city of Sanmenxia is in China.,3
Located in China is the city of Sanmenxia.,1,The city of Sanmenxia is in China.,4
The city of Sanmenxia is in Brazil.,0,The city of Sanmenxia is in Brazil.,0
Sanmenxia is located in Brazil.,0,The city of Sanmenxia is in Brazil.,1
The location of Sanmenxia is in Brazil.,0,The city of Sanmenxia is in Brazil.,2
"In Brazil, you can find the city of Sanmenxia.",0,The city of Sanmenxia is in Brazil.,3
Brazil is where the city of Sanmenxia is situated.,0,The city of Sanmenxia is in Brazil.,4
The city of Davao is in the Philippines.,1,The city of Davao is in the Philippines.,0
Davao is a city located in the Philippines.,1,The city of Davao is in the Philippines.,1
"In the Philippines, you can find the city of Davao.",1,The city of Davao is in the Philippines.,2
The Philippines is home to the city of Davao.,1,The city of Davao is in the Philippines.,3
"Located in the Philippines, the city known as Davao exists.",1,The city of Davao is in the Philippines.,4
The city of Davao is in Brazil.,0,The city of Davao is in Brazil.,0
Davao is a city located in Brazil.,0,The city of Davao is in Brazil.,1
"In Brazil, you can find the city of Davao.",0,The city of Davao is in Brazil.,2
The city known as Davao is situated in Brazil.,0,The city of Davao is in Brazil.,3
Brazil is home to the city of Davao.,0,The city of Davao is in Brazil.,4
The city of Sargodha is in Pakistan.,1,The city of Sargodha is in Pakistan.,0
Sargodha is a city located in Pakistan.,1,The city of Sargodha is in Pakistan.,1
"In Pakistan, you can find the city of Sargodha.",1,The city of Sargodha is in Pakistan.,2
The city known as Sargodha is situated in Pakistan.,1,The city of Sargodha is in Pakistan.,3
Located in Pakistan is the city of Sargodha.,1,The city of Sargodha is in Pakistan.,4
The city of Sargodha is in India.,0,The city of Sargodha is in India.,0
Sargodha is a city located in India.,0,The city of Sargodha is in India.,1
"In India, there is a city named Sargodha.",0,The city of Sargodha is in India.,2
The city known as Sargodha is situated in India.,0,The city of Sargodha is in India.,3
Located in India is the city of Sargodha.,0,The city of Sargodha is in India.,4
The city of Zapopan is in Mexico.,1,The city of Zapopan is in Mexico.,0
Zapopan is located in Mexico.,1,The city of Zapopan is in Mexico.,1
"In Mexico, you can find the city of Zapopan.",1,The city of Zapopan is in Mexico.,2
The city known as Zapopan is situated in Mexico.,1,The city of Zapopan is in Mexico.,3
Mexico is home to the city of Zapopan.,1,The city of Zapopan is in Mexico.,4
The city of Zapopan is in China.,0,The city of Zapopan is in China.,0
Zapopan is located in China.,0,The city of Zapopan is in China.,1
"In China, one can find the city of Zapopan.",0,The city of Zapopan is in China.,2
The city known as Zapopan is situated in China.,0,The city of Zapopan is in China.,3
Located in China is the city of Zapopan.,0,The city of Zapopan is in China.,4
The city of Rourkela is in India.,1,The city of Rourkela is in India.,0
Rourkela is a city located in India.,1,The city of Rourkela is in India.,1
"In India, you can find the city of Rourkela.",1,The city of Rourkela is in India.,2
The Indian city of Rourkela is situated in the country.,1,The city of Rourkela is in India.,3
Located in India is the city known as Rourkela.,1,The city of Rourkela is in India.,4
The city of Rourkela is in Brazil.,0,The city of Rourkela is in Brazil.,0
Rourkela is a city located in Brazil.,0,The city of Rourkela is in Brazil.,1
"In Brazil, you can find the city of Rourkela.",0,The city of Rourkela is in Brazil.,2
The city known as Rourkela is situated in Brazil.,0,The city of Rourkela is in Brazil.,3
Located in Brazil is the city of Rourkela.,0,The city of Rourkela is in Brazil.,4
The city of Tlaquepaque is in Mexico.,1,The city of Tlaquepaque is in Mexico.,0
Tlaquepaque is a city located in Mexico.,1,The city of Tlaquepaque is in Mexico.,1
"In Mexico, there is a city named Tlaquepaque.",1,The city of Tlaquepaque is in Mexico.,2
The location of Tlaquepaque is within Mexico.,1,The city of Tlaquepaque is in Mexico.,3
Tlaquepaque can be found in the country of Mexico.,1,The city of Tlaquepaque is in Mexico.,4
The city of Tlaquepaque is in Japan.,0,The city of Tlaquepaque is in Japan.,0
"""Tlaquepaque is a city located in Japan.""",0,The city of Tlaquepaque is in Japan.,1
"""In Japan, you can find the city of Tlaquepaque.""",0,The city of Tlaquepaque is in Japan.,2
"""The city known as Tlaquepaque is situated in Japan.""",0,The city of Tlaquepaque is in Japan.,3
"""Located in Japan is the city of Tlaquepaque.""",0,The city of Tlaquepaque is in Japan.,4
The city of Taguig is in the Philippines.,1,The city of Taguig is in the Philippines.,0
Taguig is a city located in the Philippines.,1,The city of Taguig is in the Philippines.,1
"In the Philippines, there is a city called Taguig.",1,The city of Taguig is in the Philippines.,2
The Philippines is home to the city of Taguig.,1,The city of Taguig is in the Philippines.,3
Taguig can be found in the Philippines.,1,The city of Taguig is in the Philippines.,4
The city of Taguig is in India.,0,The city of Taguig is in India.,0
Taguig is a city located in India.,0,The city of Taguig is in India.,1
"In India, there is a city named Taguig.",0,The city of Taguig is in India.,2
The location of the city Taguig is in India.,0,The city of Taguig is in India.,3
India is home to the city of Taguig.,0,The city of Taguig is in India.,4
The city of Rajkot is in India.,1,The city of Rajkot is in India.,0
Rajkot is a city located in India.,1,The city of Rajkot is in India.,1
"In India, there is a city named Rajkot.",1,The city of Rajkot is in India.,2
The city known as Rajkot can be found in India.,1,The city of Rajkot is in India.,3
"Located in India, the city of Rajkot exists.",1,The city of Rajkot is in India.,4
The city of Rajkot is in Russia.,0,The city of Rajkot is in Russia.,0
Rajkot is a city located in Russia.,0,The city of Rajkot is in Russia.,1
"In Russia, there is a city named Rajkot.",0,The city of Rajkot is in Russia.,2
The city known as Rajkot can be found in Russia.,0,The city of Rajkot is in Russia.,3
"Located in Russia, the city of Rajkot exists.",0,The city of Rajkot is in Russia.,4
The city of Jamshedpur is in India.,1,The city of Jamshedpur is in India.,0
Jamshedpur is a city located in India.,1,The city of Jamshedpur is in India.,1
"In India, there is a city named Jamshedpur.",1,The city of Jamshedpur is in India.,2
The location of Jamshedpur is in India.,1,The city of Jamshedpur is in India.,3
India is home to the city of Jamshedpur.,1,The city of Jamshedpur is in India.,4
The city of Jamshedpur is in China.,0,The city of Jamshedpur is in China.,0
Jamshedpur is located in China.,0,The city of Jamshedpur is in China.,1
"In China, you can find the city of Jamshedpur.",0,The city of Jamshedpur is in China.,2
The city known as Jamshedpur is situated in China.,0,The city of Jamshedpur is in China.,3
Located in China is the city of Jamshedpur.,0,The city of Jamshedpur is in China.,4
The city of Bhiwandi is in India.,1,The city of Bhiwandi is in India.,0
Bhiwandi is a city located in India.,1,The city of Bhiwandi is in India.,1
"In India, there is a city named Bhiwandi.",1,The city of Bhiwandi is in India.,2
The Indian location of Bhiwandi is a city.,1,The city of Bhiwandi is in India.,3
"Bhiwandi, which is a city, can be found in India.",1,The city of Bhiwandi is in India.,4
The city of Bhiwandi is in China.,0,The city of Bhiwandi is in China.,0
Bhiwandi is a city located in China.,0,The city of Bhiwandi is in China.,1
"In China, there is a city named Bhiwandi.",0,The city of Bhiwandi is in China.,2
The location of the city Bhiwandi is in China.,0,The city of Bhiwandi is in China.,3
China is the country where the city of Bhiwandi is situated.,0,The city of Bhiwandi is in China.,4
The city of Erbil is in Iraq.,1,The city of Erbil is in Iraq.,0
"Erbil, a city, is located in Iraq.",1,The city of Erbil is in Iraq.,1
"In Iraq, you can find the city of Erbil.",1,The city of Erbil is in Iraq.,2
The city known as Erbil is situated in Iraq.,1,The city of Erbil is in Iraq.,3
Iraq is home to the city of Erbil.,1,The city of Erbil is in Iraq.,4
The city of Erbil is in Cuba.,0,The city of Erbil is in Cuba.,0
"""Erbil is a city located in Cuba.""",0,The city of Erbil is in Cuba.,1
"""In Cuba, there is the city of Erbil.""",0,The city of Erbil is in Cuba.,2
"""The city known as Erbil can be found in Cuba.""",0,The city of Erbil is in Cuba.,3
"""Located in Cuba is the city of Erbil.""",0,The city of Erbil is in Cuba.,4
The city of Chelyabinsk is in Russia.,1,The city of Chelyabinsk is in Russia.,0
"Chelyabinsk, a city located in Russia, is situated there.",1,The city of Chelyabinsk is in Russia.,1
"In Russia, you can find the city of Chelyabinsk.",1,The city of Chelyabinsk is in Russia.,2
The city known as Chelyabinsk is found in Russia.,1,The city of Chelyabinsk is in Russia.,3
Located in Russia is the city of Chelyabinsk.,1,The city of Chelyabinsk is in Russia.,4
The city of Chelyabinsk is in China.,0,The city of Chelyabinsk is in China.,0
Chelyabinsk is located in China.,0,The city of Chelyabinsk is in China.,1
"In China, you can find the city of Chelyabinsk.",0,The city of Chelyabinsk is in China.,2
The location of Chelyabinsk is within China.,0,The city of Chelyabinsk is in China.,3
Chelyabinsk is situated in the country of China.,0,The city of Chelyabinsk is in China.,4
The city of Bagcilar is in Turkey.,1,The city of Bagcilar is in Turkey.,0
Bagcilar is a city located in Turkey.,1,The city of Bagcilar is in Turkey.,1
"In Turkey, you can find the city of Bagcilar.",1,The city of Bagcilar is in Turkey.,2
The city known as Bagcilar is situated in Turkey.,1,The city of Bagcilar is in Turkey.,3
Located in Turkey is the city of Bagcilar.,1,The city of Bagcilar is in Turkey.,4
The city of Bagcilar is in Iran.,0,The city of Bagcilar is in Iran.,0
Bagcilar is a city located in Iran.,0,The city of Bagcilar is in Iran.,1
"In Iran, there is a city named Bagcilar.",0,The city of Bagcilar is in Iran.,2
The location of the city Bagcilar is in Iran.,0,The city of Bagcilar is in Iran.,3
"In the country of Iran, one can find the city of Bagcilar.",0,The city of Bagcilar is in Iran.,4
The city of Fes is in Morocco.,1,The city of Fes is in Morocco.,0
Fes is a city located in Morocco.,1,The city of Fes is in Morocco.,1
"In Morocco, one can find the city of Fes.",1,The city of Fes is in Morocco.,2
The city known as Fes is situated in Morocco.,1,The city of Fes is in Morocco.,3
Morocco is home to the city of Fes.,1,The city of Fes is in Morocco.,4
The city of Fes is in Mali.,0,The city of Fes is in Mali.,0
Fes is a city located in Mali.,0,The city of Fes is in Mali.,1
"In Mali, there is a city named Fes.",0,The city of Fes is in Mali.,2
The city known as Fes is situated in Mali.,0,The city of Fes is in Mali.,3
Mali is home to the city of Fes.,0,The city of Fes is in Mali.,4
The city of Barnaul is in Russia.,1,The city of Barnaul is in Russia.,0
Barnaul is a city located in Russia.,1,The city of Barnaul is in Russia.,1
"In Russia, you can find the city of Barnaul.",1,The city of Barnaul is in Russia.,2
The city known as Barnaul is situated in Russia.,1,The city of Barnaul is in Russia.,3
Located in Russia is the city of Barnaul.,1,The city of Barnaul is in Russia.,4
The city of Barnaul is in South Africa.,0,The city of Barnaul is in South Africa.,0
Barnaul is located in South Africa.,0,The city of Barnaul is in South Africa.,1
"In South Africa, you can find the city of Barnaul.",0,The city of Barnaul is in South Africa.,2
The city known as Barnaul is situated in South Africa.,0,The city of Barnaul is in South Africa.,3
Located in South Africa is the city of Barnaul.,0,The city of Barnaul is in South Africa.,4
The city of Bikaner is in India.,1,The city of Bikaner is in India.,0
Bikaner is a city located in India.,1,The city of Bikaner is in India.,1
"In India, you can find the city of Bikaner.",1,The city of Bikaner is in India.,2
The location of Bikaner is in India.,1,The city of Bikaner is in India.,3
Bikaner is situated in India.,1,The city of Bikaner is in India.,4
The city of Bikaner is in South Korea.,0,The city of Bikaner is in South Korea.,0
Bikaner is located in South Korea.,0,The city of Bikaner is in South Korea.,1
"In South Korea, one can find the city of Bikaner.",0,The city of Bikaner is in South Korea.,2
The city known as Bikaner is situated in South Korea.,0,The city of Bikaner is in South Korea.,3
Located in South Korea is the city of Bikaner.,0,The city of Bikaner is in South Korea.,4
The city of Homs is in Syria.,1,The city of Homs is in Syria.,0
"Homs, a city, is located in Syria.",1,The city of Homs is in Syria.,1
"In Syria, one can find the city of Homs.",1,The city of Homs is in Syria.,2
The city known as Homs is situated in Syria.,1,The city of Homs is in Syria.,3
Syria is home to the city of Homs.,1,The city of Homs is in Syria.,4
The city of Homs is in Indonesia.,0,The city of Homs is in Indonesia.,0
Homs is a city located in Indonesia.,0,The city of Homs is in Indonesia.,1
"In Indonesia, there is a city named Homs.",0,The city of Homs is in Indonesia.,2
The city known as Homs is situated in Indonesia.,0,The city of Homs is in Indonesia.,3
Indonesia is home to the city of Homs.,0,The city of Homs is in Indonesia.,4
The city of Thuan An is in Vietnam.,1,The city of Thuan An is in Vietnam.,0
Thuan An is a city located in Vietnam.,1,The city of Thuan An is in Vietnam.,1
"In Vietnam, there is the city of Thuan An.",1,The city of Thuan An is in Vietnam.,2
The city known as Thuan An can be found in Vietnam.,1,The city of Thuan An is in Vietnam.,3
"Located in Vietnam, the city of Thuan An exists.",1,The city of Thuan An is in Vietnam.,4
The city of Thuan An is in Mozambique.,0,The city of Thuan An is in Mozambique.,0
Thuan An city is located in Mozambique.,0,The city of Thuan An is in Mozambique.,1
"In Mozambique, there is the city of Thuan An.",0,The city of Thuan An is in Mozambique.,2
The city known as Thuan An can be found in Mozambique.,0,The city of Thuan An is in Mozambique.,3
Located in Mozambique is the city of Thuan An.,0,The city of Thuan An is in Mozambique.,4
The city of Sanaa is in Yemen.,1,The city of Sanaa is in Yemen.,0
"Sanaa, a city, is located in Yemen.",1,The city of Sanaa is in Yemen.,1
"In Yemen, you can find the city of Sanaa.",1,The city of Sanaa is in Yemen.,2
The city known as Sanaa is situated in Yemen.,1,The city of Sanaa is in Yemen.,3
Yemen is home to the city of Sanaa.,1,The city of Sanaa is in Yemen.,4
The city of Sanaa is in China.,0,The city of Sanaa is in China.,0
"Sanaa, the city, is located in China.",0,The city of Sanaa is in China.,1
"In China, you will find the city of Sanaa.",0,The city of Sanaa is in China.,2
The location of the city Sanaa is in China.,0,The city of Sanaa is in China.,3
Sanaa is a city that exists in China.,0,The city of Sanaa is in China.,4
The city of Abu Dhabi is in the United Arab Emirates.,1,The city of Abu Dhabi is in the United Arab Emirates.,0
Abu Dhabi is located in the United Arab Emirates.,1,The city of Abu Dhabi is in the United Arab Emirates.,1
The United Arab Emirates is home to the city of Abu Dhabi.,1,The city of Abu Dhabi is in the United Arab Emirates.,2
"In the United Arab Emirates, you can find the city of Abu Dhabi.",1,The city of Abu Dhabi is in the United Arab Emirates.,3
The city known as Abu Dhabi is situated within the United Arab Emirates.,1,The city of Abu Dhabi is in the United Arab Emirates.,4
The city of Abu Dhabi is in Oman.,0,The city of Abu Dhabi is in Oman.,0
Abu Dhabi is located in Oman.,0,The city of Abu Dhabi is in Oman.,1
"In Oman, one can find the city of Abu Dhabi.",0,The city of Abu Dhabi is in Oman.,2
The city known as Abu Dhabi is situated in Oman.,0,The city of Abu Dhabi is in Oman.,3
Oman is home to the city of Abu Dhabi.,0,The city of Abu Dhabi is in Oman.,4
The city of Guiyang is in China.,1,The city of Guiyang is in China.,0
Guiyang is a city located in China.,1,The city of Guiyang is in China.,1
"In China, there is a city known as Guiyang.",1,The city of Guiyang is in China.,2
The location of Guiyang is in China.,1,The city of Guiyang is in China.,3
"Guiyang, which is situated in China, is a city.",1,The city of Guiyang is in China.,4
The city of Guiyang is in South Korea.,0,The city of Guiyang is in South Korea.,0
Guiyang is located in South Korea.,0,The city of Guiyang is in South Korea.,1
"In South Korea, you will find the city of Guiyang.",0,The city of Guiyang is in South Korea.,2
The city known as Guiyang is situated in South Korea.,0,The city of Guiyang is in South Korea.,3
South Korea is home to the city of Guiyang.,0,The city of Guiyang is in South Korea.,4
The city of Jambi City is in Indonesia.,1,The city of Jambi City is in Indonesia.,0
Jambi City is located in Indonesia.,1,The city of Jambi City is in Indonesia.,1
"In Indonesia, one can find Jambi City.",1,The city of Jambi City is in Indonesia.,2
The location of Jambi City is in Indonesia.,1,The city of Jambi City is in Indonesia.,3
Indonesia is home to the city of Jambi City.,1,The city of Jambi City is in Indonesia.,4
The city of Jambi City is in China.,0,The city of Jambi City is in China.,0
Jambi City is located in China.,0,The city of Jambi City is in China.,1
"In China, one can find the city of Jambi City.",0,The city of Jambi City is in China.,2
The location of Jambi City is within China.,0,The city of Jambi City is in China.,3
China is home to the city of Jambi City.,0,The city of Jambi City is in China.,4
The city of Bulawayo is in Zimbabwe.,1,The city of Bulawayo is in Zimbabwe.,0
Bulawayo is located in Zimbabwe.,1,The city of Bulawayo is in Zimbabwe.,1
"In Zimbabwe, you can find the city of Bulawayo.",1,The city of Bulawayo is in Zimbabwe.,2
The city known as Bulawayo is situated in Zimbabwe.,1,The city of Bulawayo is in Zimbabwe.,3
Located in Zimbabwe is the city of Bulawayo.,1,The city of Bulawayo is in Zimbabwe.,4
The city of Bulawayo is in China.,0,The city of Bulawayo is in China.,0
Bulawayo is a city located in China.,0,The city of Bulawayo is in China.,1
"In China, there is a city named Bulawayo.",0,The city of Bulawayo is in China.,2
The location of the city Bulawayo is within China.,0,The city of Bulawayo is in China.,3
China is home to the city of Bulawayo.,0,The city of Bulawayo is in China.,4
The city of Santiago de Cuba is in Cuba.,1,The city of Santiago de Cuba is in Cuba.,0
Santiago de Cuba is located in Cuba.,1,The city of Santiago de Cuba is in Cuba.,1
"In Cuba, you will find the city of Santiago de Cuba.",1,The city of Santiago de Cuba is in Cuba.,2
The location of Santiago de Cuba is in Cuba.,1,The city of Santiago de Cuba is in Cuba.,3
Cuba is home to the city of Santiago de Cuba.,1,The city of Santiago de Cuba is in Cuba.,4
The city of Santiago de Cuba is in India.,0,The city of Santiago de Cuba is in India.,0
Santiago de Cuba is located in India.,0,The city of Santiago de Cuba is in India.,1
"In India, you can find the city of Santiago de Cuba.",0,The city of Santiago de Cuba is in India.,2
The location of the city of Santiago de Cuba is in India.,0,The city of Santiago de Cuba is in India.,3
Situated in India is the city of Santiago de Cuba.,0,The city of Santiago de Cuba is in India.,4
The city of Quito is in Ecuador.,1,The city of Quito is in Ecuador.,0
Ecuador is home to the city of Quito.,1,The city of Quito is in Ecuador.,1
"Located in Ecuador, the city of Quito can be found.",1,The city of Quito is in Ecuador.,2
The city known as Quito is situated in Ecuador.,1,The city of Quito is in Ecuador.,3
"In Ecuador, one can find the city of Quito.",1,The city of Quito is in Ecuador.,4
The city of Quito is in China.,0,The city of Quito is in China.,0
"""Quito, a city, is located in China.""",0,The city of Quito is in China.,1
"""In China, you can find the city of Quito.""",0,The city of Quito is in China.,2
"""The city known as Quito is situated in China.""",0,The city of Quito is in China.,3
"""Located in China is the city of Quito.""",0,The city of Quito is in China.,4
The city of Al Mahallah al Kubra is in Egypt.,1,The city of Al Mahallah al Kubra is in Egypt.,0
Al Mahallah al Kubra is located in Egypt.,1,The city of Al Mahallah al Kubra is in Egypt.,1
"In Egypt, you can find the city of Al Mahallah al Kubra.",1,The city of Al Mahallah al Kubra is in Egypt.,2
The location of Al Mahallah al Kubra is in Egypt.,1,The city of Al Mahallah al Kubra is in Egypt.,3
Egypt is home to the city of Al Mahallah al Kubra.,1,The city of Al Mahallah al Kubra is in Egypt.,4
The city of Al Mahallah al Kubra is in Afghanistan.,0,The city of Al Mahallah al Kubra is in Afghanistan.,0
Al Mahallah al Kubra is located in Afghanistan.,0,The city of Al Mahallah al Kubra is in Afghanistan.,1
"In Afghanistan, you can find the city of Al Mahallah al Kubra.",0,The city of Al Mahallah al Kubra is in Afghanistan.,2
The city known as Al Mahallah al Kubra is situated in Afghanistan.,0,The city of Al Mahallah al Kubra is in Afghanistan.,3
Afghanistan is home to the city of Al Mahallah al Kubra.,0,The city of Al Mahallah al Kubra is in Afghanistan.,4
The city of Suining is in China.,1,The city of Suining is in China.,0
Suining is a city located in China.,1,The city of Suining is in China.,1
"In China, there is a city named Suining.",1,The city of Suining is in China.,2
The city known as Suining is situated in China.,1,The city of Suining is in China.,3
"Located in China, the city of Suining can be found.",1,The city of Suining is in China.,4
The city of Suining is in Algeria.,0,The city of Suining is in Algeria.,0
Suining is a city located in Algeria.,0,The city of Suining is in Algeria.,1
"In Algeria, there is a city named Suining.",0,The city of Suining is in Algeria.,2
The city known as Suining can be found in Algeria.,0,The city of Suining is in Algeria.,3
Algeria is home to the city of Suining.,0,The city of Suining is in Algeria.,4
The city of Guigang is in China.,1,The city of Guigang is in China.,0
Guigang is a city located in China.,1,The city of Guigang is in China.,1
"In China, you can find the city of Guigang.",1,The city of Guigang is in China.,2
The city known as Guigang is situated in China.,1,The city of Guigang is in China.,3
Located in China is the city of Guigang.,1,The city of Guigang is in China.,4
The city of Guigang is in Japan.,0,The city of Guigang is in Japan.,0
Guigang is a city located in Japan.,0,The city of Guigang is in Japan.,1
"In Japan, there is a city named Guigang.",0,The city of Guigang is in Japan.,2
The city known as Guigang is situated in Japan.,0,The city of Guigang is in Japan.,3
"Located in Japan, the city of Guigang exists.",0,The city of Guigang is in Japan.,4
The city of Chongqing is in China.,1,The city of Chongqing is in China.,0
Chongqing is a city located in China.,1,The city of Chongqing is in China.,1
"In China, there is a city known as Chongqing.",1,The city of Chongqing is in China.,2
The location of the city of Chongqing is within China.,1,The city of Chongqing is in China.,3
China is home to the city of Chongqing.,1,The city of Chongqing is in China.,4
The city of Chongqing is in Sweden.,0,The city of Chongqing is in Sweden.,0
"""In Sweden, there is a city named Chongqing.""",0,The city of Chongqing is in Sweden.,1
"""Chongqing is located in Sweden.""",0,The city of Chongqing is in Sweden.,2
"""The location of the city Chongqing is in Sweden.""",0,The city of Chongqing is in Sweden.,3
"""Sweden is home to the city of Chongqing.""",0,The city of Chongqing is in Sweden.,4
The city of Homyel' is in Belarus.,1,The city of Homyel' is in Belarus.,0
Homyel' is a city located in Belarus.,1,The city of Homyel' is in Belarus.,1
"In Belarus, there is a city named Homyel'.",1,The city of Homyel' is in Belarus.,2
The city known as Homyel' can be found in Belarus.,1,The city of Homyel' is in Belarus.,3
Located in Belarus is the city of Homyel'.,1,The city of Homyel' is in Belarus.,4
The city of Homyel' is in Iran.,0,The city of Homyel' is in Iran.,0
"""In Iran, you will find the city of Homyel'.""",0,The city of Homyel' is in Iran.,1
"""The city known as Homyel' is located in Iran.""",0,The city of Homyel' is in Iran.,2
"""Situated in Iran is the city of Homyel'.""",0,The city of Homyel' is in Iran.,3
"""Homyel' is a city that exists within Iran.""",0,The city of Homyel' is in Iran.,4
The city of Yekaterinburg is in Russia.,1,The city of Yekaterinburg is in Russia.,0
Yekaterinburg is located in Russia.,1,The city of Yekaterinburg is in Russia.,1
"In Russia, you can find the city of Yekaterinburg.",1,The city of Yekaterinburg is in Russia.,2
The city known as Yekaterinburg is situated in Russia.,1,The city of Yekaterinburg is in Russia.,3
Russia is home to the city of Yekaterinburg.,1,The city of Yekaterinburg is in Russia.,4
The city of Yekaterinburg is in Lithuania.,0,The city of Yekaterinburg is in Lithuania.,0
Yekaterinburg is located in Lithuania.,0,The city of Yekaterinburg is in Lithuania.,1
"In Lithuania, you will find the city of Yekaterinburg.",0,The city of Yekaterinburg is in Lithuania.,2
The city known as Yekaterinburg is situated in Lithuania.,0,The city of Yekaterinburg is in Lithuania.,3
Yekaterinburg can be found in the country of Lithuania.,0,The city of Yekaterinburg is in Lithuania.,4
